"","year","site","phenotype","id","ps_flor","n_ovu","polen_type","max_polen2","min_polen2","max_polen","min_polen","mean_polen","ns"
"413","2019","Gualeguaychu","348","1",10.7,1,"grano de polen",19.5,15,29.25,22.5,25.875,1
"414","2019","Gualeguaychu","348","2",11.2,0,"grano de polen",18,16.5,27,24.75,25.875,1
"415","2019","Gualeguaychu","348","3",10.7,4,"grano de polen",16.5,15,24.75,22.5,23.625,1
"416","2019","Gualeguaychu","348","4",11,2,"grano de polen",16.5,15,24.75,22.5,23.625,NA
"417","2019","Gualeguaychu","348","5",10.5,1,"grano de polen",16.5,13.5,24.75,20.25,22.5,NA
"418","2019","Gualeguaychu","348","6",7.8,6,"grano de polen",22.5,21,33.75,31.5,32.625,NA
"419","2019","Gualeguaychu","348","7",11.9,6,"grano de polen",24,21,36,31.5,33.75,NA
"420","2019","Gualeguaychu","348","8",11,1,"grano de polen",24,22.5,36,33.75,34.875,NA
"421","2019","Gualeguaychu","348","9",9,4,"grano de polen",18,18,27,27,27,NA
"422","2019","Gualeguaychu","348","10",11.5,3,"grano de polen",22.5,21,33.75,31.5,32.625,NA
"423","2019","Gualeguaychu","357","1",6.3,2,"microespora",18,13.5,27,20.25,23.625,1
"424","2019","Gualeguaychu","357","2",11.7,3,"microespora",18,15,27,22.5,24.75,1
"425","2019","Gualeguaychu","357","3",13.1,4,"microespora",22.5,18,33.75,27,30.375,NA
"426","2019","Gualeguaychu","357","4",8,4,"microespora",18,13.5,27,20.25,23.625,NA
"427","2019","Gualeguaychu","357","5",9,3,"microespora",15,15,22.5,22.5,22.5,NA
"428","2019","Gualeguaychu","357","6",6.3,6,"microespora",16.5,15,24.75,22.5,23.625,NA
"429","2019","Gualeguaychu","357","7",8.1,4,"microespora",18,15,27,22.5,24.75,NA
"430","2019","Gualeguaychu","357","8",10.6,4,"microespora",16.5,16.5,24.75,24.75,24.75,NA
"431","2019","Gualeguaychu","357","9",10.2,4,"microespora",16.5,15,24.75,22.5,23.625,NA
"432","2019","Gualeguaychu","357","10",12.1,5,"microespora",21,16.5,31.5,24.75,28.125,NA
"433","2019","Gualeguaychu","359","1",7.9,3,"grano de polen",16.5,15,24.75,22.5,23.625,1
"434","2019","Gualeguaychu","359","2",6.8,4,"grano de polen",21,19.5,31.5,29.25,30.375,NA
"435","2019","Gualeguaychu","359","3",10.2,2,"grano de polen",18,16.5,27,24.75,25.875,NA
"436","2019","Gualeguaychu","359","4",10.3,3,"grano de polen",15,16.5,22.5,24.75,23.625,NA
"437","2019","Gualeguaychu","359","5",8.2,2,"grano de polen",19.5,21,29.25,31.5,30.375,NA
"438","2019","Gualeguaychu","359","6",12.4,2,"grano de polen",16.5,18,24.75,27,25.875,NA
"439","2019","Gualeguaychu","359","7",7.9,1,"grano de polen",18,16.5,27,24.75,25.875,NA
"440","2019","Gualeguaychu","359","8",8.1,4,"grano de polen",15,15,22.5,22.5,22.5,NA
"441","2019","Gualeguaychu","359","9",11,4,"grano de polen",15,13.5,22.5,20.25,21.375,NA
"442","2019","Gualeguaychu","359","10",5.6,4,NA,NA,NA,0,0,0,NA
"443","2019","Gualeguaychu","362","1",18,4,"grano de polen",27,16.5,40.5,24.75,32.625,2
"444","2019","Gualeguaychu","362","2",15.3,5,"grano de polen",21,21,31.5,31.5,31.5,1
"445","2019","Gualeguaychu","362","3",10.9,5,"grano de polen",30,19.5,45,29.25,37.125,2
"446","2019","Gualeguaychu","362","4",12.9,5,"grano de polen",19.5,18,29.25,27,28.125,1
"447","2019","Gualeguaychu","362","5",13.1,5,"grano de polen",21,16.5,31.5,24.75,28.125,1
"448","2019","Gualeguaychu","362","6",15.1,4,"grano de polen",18,15,27,22.5,24.75,1
"449","2019","Gualeguaychu","362","7",15.1,4,"grano de polen",19.5,13.5,29.25,20.25,24.75,NA
"450","2019","Gualeguaychu","362","8",17.8,5,"grano de polen",24,22.5,36,33.75,34.875,NA
"451","2019","Gualeguaychu","362","9",10.4,4,"grano de polen",24,22.5,36,33.75,34.875,NA
"452","2019","Gualeguaychu","362","10",14,5,"grano de polen",19.5,19.5,29.25,29.25,29.25,NA
"453","2019","Gualeguaychu","363","1",16.8,4,"grano de polen",16.5,16.5,24.75,24.75,24.75,1
"454","2019","Gualeguaychu","363","2",15.6,4,"grano de polen",21,15,31.5,22.5,27,1
"455","2019","Gualeguaychu","363","3",13.7,6,"grano de polen",16.5,12,24.75,18,21.375,1
"456","2019","Gualeguaychu","363","4",14.6,4,"grano de polen",16.5,16.5,24.75,24.75,24.75,1
"457","2019","Gualeguaychu","363","5",16.8,5,"grano de polen",21,19.5,31.5,29.25,30.375,1
"458","2019","Gualeguaychu","363","6",16.5,4,"grano de polen",15,15,22.5,22.5,22.5,1
"459","2019","Gualeguaychu","363","7",17.6,4,"grano de polen",22.5,18,33.75,27,30.375,1
"460","2019","Gualeguaychu","363","8",10.5,5,"grano de polen",18,13.5,27,20.25,23.625,2
"461","2019","Gualeguaychu","363","9",14.4,3,"grano de polen",16.5,16.5,24.75,24.75,24.75,1
"462","2019","Gualeguaychu","363","10",17.4,4,"grano de polen",18,15,27,22.5,24.75,NA
"463","2019","Gualeguaychu","364","1",11.8,6,"grano de polen",21,18,31.5,27,29.25,1
"464","2019","Gualeguaychu","364","2",20.1,3,"grano de polen",22.5,15,33.75,22.5,28.125,1
"465","2019","Gualeguaychu","364","3",14.9,2,"grano de polen",24,22.5,36,33.75,34.875,1
"466","2019","Gualeguaychu","364","4",21,4,"grano de polen",24,22.5,36,33.75,34.875,1
"467","2019","Gualeguaychu","364","5",17.1,4,"grano de polen",27,25.5,40.5,38.25,39.375,1
"468","2019","Gualeguaychu","364","6",15.4,6,"grano de polen",24,19.5,36,29.25,32.625,2
"469","2019","Gualeguaychu","364","7",16.7,4,"grano de polen",22.5,21,33.75,31.5,32.625,NA
"470","2019","Gualeguaychu","364","8",16.7,6,"grano de polen",21,15,31.5,22.5,27,NA
"471","2019","Gualeguaychu","364","9",20.2,3,"grano de polen",22.5,18,33.75,27,30.375,NA
"472","2019","Gualeguaychu","364","10",10.9,4,"grano de polen",21,15,31.5,22.5,27,NA
"473","2021","Concordia","154","1",15.12,8,"microspora",21,21,31.5,31.5,31.5,1
"474","2021","Concordia","154","2",11.32,7,"microspora",19.5,16.5,29.25,24.75,27,1
"475","2021","Concordia","154","3",3.31,6,"microspora",19.5,19.5,29.25,29.25,29.25,2
"476","2021","Concordia","154","4",13.12,5,"microspora",19.5,18,29.25,27,28.125,2
"477","2021","Concordia","154","5",13.64,7,"microspora",22.5,18,33.75,27,30.375,1
"478","2021","Concordia","154","6",8.5,8,"microspora",19.5,18,29.25,27,28.125,1
"479","2021","Concordia","154","7",11.78,8,"microspora",18,16.5,27,24.75,25.875,1
"480","2021","Concordia","154","8",16,5,"microspora",18,18,27,27,27,1
"481","2021","Concordia","154","9",7.78,6,"microspora",22.5,21,33.75,31.5,32.625,1
"482","2021","Concordia","154","10",16.99,5,NA,NA,NA,NA,NA,NA,2
"483","2021","Concordia","154","11",NA,NA,NA,NA,NA,NA,NA,NA,3
"484","2021","Concordia","154","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"485","2021","Concordia","156","1",12.1,1,"microspora",19.5,13.5,29.25,20.25,24.75,1
"486","2021","Concordia","156","2",2.71,5,"microspora",19.5,16.5,29.25,24.75,27,1
"487","2021","Concordia","156","3",2.29,6,"microspora",18,15,27,22.5,24.75,1
"488","2021","Concordia","156","4",2.27,NA,"microspora",22.5,15,33.75,22.5,28.125,1
"489","2021","Concordia","156","5",12.6,NA,"microspora",19.5,15,29.25,22.5,25.875,1
"490","2021","Concordia","156","6",3.4,NA,"microspora",19.5,19.5,29.25,29.25,29.25,1
"491","2021","Concordia","156","7",2.57,NA,"microspora",19.5,16.5,29.25,24.75,27,1
"492","2021","Concordia","156","8",2.01,NA,"microspora",15,13.5,22.5,20.25,21.375,3
"493","2021","Concordia","156","9",NA,NA,"microspora",18,16.5,27,24.75,25.875,NA
"494","2021","Concordia","156","10",NA,NA,"microspora",18,15,27,22.5,24.75,NA
"495","2021","Concordia","161","1",5.85,1,"microspora",19.5,16.5,29.25,24.75,27,3
"496","2021","Concordia","161","2",1.88,3,"microspora",22.5,21,33.75,31.5,32.625,2
"497","2021","Concordia","161","3",4.74,3,"microspora",18,16.5,27,24.75,25.875,1
"498","2021","Concordia","161","4",6.65,0,"microspora",22.5,22.5,33.75,33.75,33.75,2
"499","2021","Concordia","161","5",5.2,4,"microspora",21,19.5,31.5,29.25,30.375,1
"500","2021","Concordia","161","6",4.74,NA,"microspora",21,18,31.5,27,29.25,1
"501","2021","Concordia","161","7",2.6,NA,"microspora",21,18,31.5,27,29.25,1
"502","2021","Concordia","161","8",7.7,NA,"microspora",21,19.5,31.5,29.25,30.375,2
"503","2021","Concordia","161","9",4.5,NA,"microspora",27,22.5,40.5,33.75,37.125,1
"504","2021","Concordia","161","10",5.46,NA,"microspora",27,19.5,40.5,29.25,34.875,1
"505","2021","Concordia","161","11",NA,NA,NA,NA,NA,NA,NA,NA,4
"506","2021","Concordia","161","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"507","2021","Concordia","171","1",14.9,4,"grano de polen",19.5,18,29.25,27,28.125,1
"508","2021","Concordia","171","2",9.63,4,"grano de polen",22.5,22.5,33.75,33.75,33.75,1
"509","2021","Concordia","171","3",19.2,4,"grano de polen",21,21,31.5,31.5,31.5,1
"510","2021","Concordia","171","4",6.16,4,"grano de polen",22.5,19.5,33.75,29.25,31.5,1
"511","2021","Concordia","171","5",12.4,6,"grano de polen",21,18,31.5,27,29.25,2
"512","2021","Concordia","171","6",11.6,3,"grano de polen",22.5,19.5,33.75,29.25,31.5,2
"513","2021","Concordia","171","7",19.2,5,"grano de polen",21,21,31.5,31.5,31.5,1
"514","2021","Concordia","171","8",5.48,4,"grano de polen",22.5,22.5,33.75,33.75,33.75,1
"515","2021","Concordia","171","9",10.7,4,"grano de polen",27,27,40.5,40.5,40.5,1
"516","2021","Concordia","171","10",7.9,3,"grano de polen",22.5,22.5,33.75,33.75,33.75,1
"517","2021","Concordia","171","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"518","2021","Concordia","171","12",NA,NA,NA,NA,NA,NA,NA,NA,2
"519","2021","Concordia","174","1",19.8,8,"grano de polen",22.5,18,33.75,27,30.375,1
"520","2021","Concordia","174","2",7.96,6,"grano de polen",22.5,19.5,33.75,29.25,31.5,1
"521","2021","Concordia","174","3",11.63,7,"grano de polen",25.5,25.5,38.25,38.25,38.25,1
"522","2021","Concordia","174","4",8.6,2,"grano de polen",27,21,40.5,31.5,36,1
"523","2021","Concordia","174","5",14.2,7,"grano de polen",25.5,21,38.25,31.5,34.875,1
"524","2021","Concordia","174","6",9.9,5,"grano de polen",22.5,22.5,33.75,33.75,33.75,1
"525","2021","Concordia","174","7",14.7,6,"grano de polen",19.5,19.5,29.25,29.25,29.25,1
"526","2021","Concordia","174","8",9.1,6,"grano de polen",21,21,31.5,31.5,31.5,1
"527","2021","Concordia","174","9",14.16,8,"grano de polen",27,24,40.5,36,38.25,1
"528","2021","Concordia","174","10",12.24,5,"grano de polen",27,22.5,40.5,33.75,37.125,1
"529","2021","Concordia","174","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"530","2021","Concordia","174","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"531","2021","Concordia","175","1",3.62,6,NA,NA,NA,NA,NA,NA,NA
"532","2021","Concordia","175","2",3.8,0,NA,NA,NA,NA,NA,NA,NA
"533","2021","Concordia","175","3",2.15,7,NA,NA,NA,NA,NA,NA,NA
"534","2021","Concordia","175","4",1.57,4,NA,NA,NA,NA,NA,NA,NA
"535","2021","Concordia","175","5",2.91,5,NA,NA,NA,NA,NA,NA,NA
"536","2021","Concordia","175","6",2.81,NA,NA,NA,NA,NA,NA,NA,NA
"537","2021","Concordia","175","7",2.18,NA,NA,NA,NA,NA,NA,NA,NA
"538","2021","Concordia","175","8",3.13,NA,NA,NA,NA,NA,NA,NA,NA
"539","2021","Concordia","175","9",3.67,NA,NA,NA,NA,NA,NA,NA,NA
"540","2021","Concordia","175","10",2.65,NA,NA,NA,NA,NA,NA,NA,NA
"541","2021","Concordia","178","1",3.52,NA,NA,NA,NA,NA,NA,NA,3
"542","2021","Concordia","178","2",3.11,NA,NA,NA,NA,NA,NA,NA,1
"543","2021","Concordia","178","3",3.53,NA,NA,NA,NA,NA,NA,NA,1
"544","2021","Concordia","178","4",2.45,NA,NA,NA,NA,NA,NA,NA,1
"545","2021","Concordia","178","5",2.7,NA,NA,NA,NA,NA,NA,NA,1
"546","2021","Concordia","178","6",2.75,NA,NA,NA,NA,NA,NA,NA,1
"547","2021","Concordia","178","7",2.7,NA,NA,NA,NA,NA,NA,NA,1
"548","2021","Concordia","178","8",3.86,NA,NA,NA,NA,NA,NA,NA,1
"549","2021","Concordia","178","9",3.25,NA,NA,NA,NA,NA,NA,NA,1
"550","2021","Concordia","178","10",2.61,NA,NA,NA,NA,NA,NA,NA,1
"551","2021","Concordia","178","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"552","2021","Concordia","178","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"553","2021","Concordia","185","1",1.5,NA,NA,NA,NA,NA,NA,NA,1
"554","2021","Concordia","185","2",1.62,NA,NA,NA,NA,NA,NA,NA,1
"555","2021","Concordia","185","3",6.5,NA,NA,NA,NA,NA,NA,NA,1
"556","2021","Concordia","185","4",1.31,NA,NA,NA,NA,NA,NA,NA,2
"557","2021","Concordia","185","5",2.44,NA,NA,NA,NA,NA,NA,NA,1
"558","2021","Concordia","185","6",2.6,NA,NA,NA,NA,NA,NA,NA,1
"559","2021","Concordia","185","7",1.12,NA,NA,NA,NA,NA,NA,NA,1
"560","2021","Concordia","185","8",2.8,NA,NA,NA,NA,NA,NA,NA,1
"561","2021","Concordia","185","9",NA,NA,NA,NA,NA,NA,NA,NA,1
"562","2021","Concordia","185","10",NA,NA,NA,NA,NA,NA,NA,NA,1
"563","2021","Concordia","185","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"564","2021","Concordia","185","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"565","2021","Concordia","190","1",2.26,0,NA,NA,NA,NA,NA,NA,2
"566","2021","Concordia","190","2",2.11,4,NA,NA,NA,NA,NA,NA,2
"567","2021","Concordia","190","3",1.89,6,NA,NA,NA,NA,NA,NA,1
"568","2021","Concordia","190","4",2.33,4,NA,NA,NA,NA,NA,NA,NA
"569","2021","Concordia","190","5",2.34,4,NA,NA,NA,NA,NA,NA,NA
"570","2021","Concordia","190","6",2.81,NA,NA,NA,NA,NA,NA,NA,NA
"571","2021","Concordia","190","7",3.86,NA,NA,NA,NA,NA,NA,NA,NA
"572","2021","Concordia","190","8",1.81,NA,NA,NA,NA,NA,NA,NA,NA
"573","2021","Concordia","193","1",1.84,7,NA,NA,NA,NA,NA,NA,1
"574","2021","Concordia","193","2",1.48,5,NA,NA,NA,NA,NA,NA,3
"575","2021","Concordia","193","3",3.18,6,NA,NA,NA,NA,NA,NA,3
"576","2021","Concordia","193","4",2.68,7,NA,NA,NA,NA,NA,NA,1
"577","2021","Concordia","193","5",1.6,7,NA,NA,NA,NA,NA,NA,1
"578","2021","Concordia","193","6",3.23,NA,NA,NA,NA,NA,NA,NA,1
"579","2021","Concordia","193","7",2.69,NA,NA,NA,NA,NA,NA,NA,1
"580","2021","Concordia","193","8",3.18,NA,NA,NA,NA,NA,NA,NA,2
"581","2021","Concordia","193","9",2.57,NA,NA,NA,NA,NA,NA,NA,1
"582","2021","Concordia","193","10",5.84,NA,NA,NA,NA,NA,NA,NA,2
"583","2021","Concordia","193","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"584","2021","Concordia","193","12",NA,NA,NA,NA,NA,NA,NA,NA,2
"585","2021","Concordia","197","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"586","2021","Concordia","197","2",NA,NA,NA,NA,NA,NA,NA,NA,2
"587","2021","Concordia","197","3",NA,NA,NA,NA,NA,NA,NA,NA,1
"588","2021","Concordia","197","4",NA,NA,NA,NA,NA,NA,NA,NA,1
"589","2021","Concordia","197","5",NA,NA,NA,NA,NA,NA,NA,NA,1
"590","2021","Concordia","197","6",NA,NA,NA,NA,NA,NA,NA,NA,1
"591","2021","Concordia","197","7",NA,NA,NA,NA,NA,NA,NA,NA,1
"592","2021","Concordia","197","8",NA,NA,NA,NA,NA,NA,NA,NA,1
"593","2021","Concordia","197","9",NA,NA,NA,NA,NA,NA,NA,NA,1
"594","2021","Concordia","197","10",NA,NA,NA,NA,NA,NA,NA,NA,1
"595","2021","Concordia","197","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"596","2021","Concordia","197","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"597","2021","Concordia","198","1",13.83,7,"grano de polen",24,19.5,36,29.25,32.625,1
"598","2021","Concordia","198","2",13.78,7,"grano de polen",22.5,22.5,33.75,33.75,33.75,1
"599","2021","Concordia","198","3",13.66,7,"grano de polen",22.5,18,33.75,27,30.375,1
"600","2021","Concordia","198","4",15.56,5,"grano de polen",22.5,22.5,33.75,33.75,33.75,3
"601","2021","Concordia","198","5",14.66,6,"grano de polen",21,21,31.5,31.5,31.5,1
"602","2021","Concordia","198","6",13.39,5,"grano de polen",19.5,19.5,29.25,29.25,29.25,1
"603","2021","Concordia","198","7",15.15,5,"grano de polen",22.5,19.5,33.75,29.25,31.5,1
"604","2021","Concordia","198","8",14.98,6,"grano de polen",22.5,22.5,33.75,33.75,33.75,1
"605","2021","Concordia","198","9",16.23,8,"grano de polen",22.5,22.5,33.75,33.75,33.75,3
"606","2021","Concordia","198","10",12.99,6,"grano de polen",22.5,22.5,33.75,33.75,33.75,1
"607","2021","Concordia","198","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"608","2021","Concordia","198","12",NA,NA,NA,NA,NA,NA,NA,NA,2
"609","2021","Concordia","199","1",7.24,5,"grano de polen",21,21,31.5,31.5,31.5,1
"610","2021","Concordia","199","2",11.9,8,"grano de polen",21,15,31.5,22.5,27,1
"611","2021","Concordia","199","3",7.61,5,"grano de polen",19.5,19.5,29.25,29.25,29.25,1
"612","2021","Concordia","199","4",9.53,0,"grano de polen",18,18,27,27,27,1
"613","2021","Concordia","199","5",6.4,0,"grano de polen",21,21,31.5,31.5,31.5,1
"614","2021","Concordia","199","6",9.65,3,"grano de polen",18,18,27,27,27,1
"615","2021","Concordia","199","7",9.3,4,"grano de polen",18,16.5,27,24.75,25.875,1
"616","2021","Concordia","199","8",9.48,4,"grano de polen",22.5,19.5,33.75,29.25,31.5,2
"617","2021","Concordia","199","9",14.33,5,"grano de polen",22.5,19.5,33.75,29.25,31.5,1
"618","2021","Concordia","199","10",8.95,7,"grano de polen",22.5,21,33.75,31.5,32.625,1
"619","2021","Concordia","199","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"620","2021","Concordia","199","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"621","2021","Concordia","208","1",2.83,8,NA,NA,NA,NA,NA,NA,1
"622","2021","Concordia","208","2",3.3,6,NA,NA,NA,NA,NA,NA,2
"623","2021","Concordia","208","3",1.8,6,NA,NA,NA,NA,NA,NA,1
"624","2021","Concordia","208","4",2.93,NA,NA,NA,NA,NA,NA,NA,1
"625","2021","Concordia","208","5",2.62,NA,NA,NA,NA,NA,NA,NA,1
"626","2021","Concordia","208","6",2.8,NA,NA,NA,NA,NA,NA,NA,1
"627","2021","Concordia","208","7",1.78,NA,NA,NA,NA,NA,NA,NA,1
"628","2021","Concordia","208","8",NA,NA,NA,NA,NA,NA,NA,NA,1
"629","2021","Concordia","208","9",NA,NA,NA,NA,NA,NA,NA,NA,1
"630","2021","Concordia","208","10",NA,NA,NA,NA,NA,NA,NA,NA,1
"631","2021","Concordia","208","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"632","2021","Concordia","208","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"633","2021","Concordia","221","1",7.7,4,"grano de polen",21,21,31.5,31.5,31.5,1
"634","2021","Concordia","221","2",9.23,4,"grano de polen",21,18,31.5,27,29.25,2
"635","2021","Concordia","221","3",8.47,6,"grano de polen",22.5,22.5,33.75,33.75,33.75,1
"636","2021","Concordia","221","4",8.57,4,"grano de polen",22.5,21,33.75,31.5,32.625,1
"637","2021","Concordia","221","5",7.73,4,"grano de polen",22.5,22.5,33.75,33.75,33.75,1
"638","2021","Concordia","221","6",7.63,5,"grano de polen",24,21,36,31.5,33.75,1
"639","2021","Concordia","221","7",7.31,4,"grano de polen",22.5,19.5,33.75,29.25,31.5,1
"640","2021","Concordia","221","8",9.2,5,"grano de polen",25.5,21,38.25,31.5,34.875,1
"641","2021","Concordia","221","9",8.52,7,"grano de polen",21,21,31.5,31.5,31.5,1
"642","2021","Concordia","221","10",7.16,5,"grano de polen",24,21,36,31.5,33.75,1
"643","2021","Concordia","221","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"644","2021","Concordia","221","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"645","2021","Concordia","222","1",6.1,2,"grano de polen",27,22.5,40.5,33.75,37.125,1
"646","2021","Concordia","222","2",7.52,4,"grano de polen",30,27,45,40.5,42.75,1
"647","2021","Concordia","222","3",9.27,6,"grano de polen",30,30,45,45,45,1
"648","2021","Concordia","222","4",9.68,5,"grano de polen",30,30,45,45,45,1
"649","2021","Concordia","222","5",14.7,5,"grano de polen",30,27,45,40.5,42.75,1
"650","2021","Concordia","222","6",6.21,6,"grano de polen",30,30,45,45,45,1
"651","2021","Concordia","222","7",9.36,4,"grano de polen",30,30,45,45,45,1
"652","2021","Concordia","222","8",7.32,4,"grano de polen",30,24,45,36,40.5,2
"653","2021","Concordia","222","9",8.47,4,"grano de polen",27,27,40.5,40.5,40.5,1
"654","2021","Concordia","222","10",6.45,3,"grano de polen",28.5,28.5,42.75,42.75,42.75,1
"655","2021","Concordia","222","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"656","2021","Concordia","222","12",NA,NA,NA,NA,NA,NA,NA,NA,2
"657","2021","Concordia","223","1",11.5,3,"grano de polen",22.5,21,33.75,31.5,32.625,2
"658","2021","Concordia","223","2",7.31,5,"grano de polen",22.5,22.5,33.75,33.75,33.75,1
"659","2021","Concordia","223","3",13.9,4,"grano de polen",22.5,22.5,33.75,33.75,33.75,1
"660","2021","Concordia","223","4",17.3,4,"grano de polen",22.5,22.5,33.75,33.75,33.75,1
"661","2021","Concordia","223","5",9.52,6,"grano de polen",27,22.5,40.5,33.75,37.125,1
"662","2021","Concordia","223","6",11.64,6,"grano de polen",22.5,22.5,33.75,33.75,33.75,2
"663","2021","Concordia","223","7",7.68,7,"grano de polen",22.5,21,33.75,31.5,32.625,2
"664","2021","Concordia","223","8",15.3,7,"grano de polen",22.5,21,33.75,31.5,32.625,1
"665","2021","Concordia","223","9",12.21,6,"grano de polen",27,27,40.5,40.5,40.5,1
"666","2021","Concordia","223","10",15.8,5,"grano de polen",24,22.5,36,33.75,34.875,1
"667","2021","Concordia","223","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"668","2021","Concordia","223","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"669","2021","PN El Palmar","236","1",12.4,4,"grano de polen",22.5,22.5,33.75,33.75,33.75,1
"670","2021","PN El Palmar","236","2",16,4,"grano de polen",24,24,36,36,36,1
"671","2021","PN El Palmar","236","3",12.6,4,"grano de polen",22.5,22.5,33.75,33.75,33.75,1
"672","2021","PN El Palmar","236","4",7.1,4,"grano de polen",22.5,22.5,33.75,33.75,33.75,3
"673","2021","PN El Palmar","236","5",15,3,"grano de polen",22.5,22.5,33.75,33.75,33.75,1
"674","2021","PN El Palmar","236","6",11,4,"grano de polen",22.5,22.5,33.75,33.75,33.75,2
"675","2021","PN El Palmar","236","7",9.2,4,"grano de polen",22.5,22.5,33.75,33.75,33.75,1
"676","2021","PN El Palmar","236","8",8.4,4,"grano de polen",22.5,22.5,33.75,33.75,33.75,1
"677","2021","PN El Palmar","236","9",9.4,4,"grano de polen",22.5,19.5,33.75,29.25,31.5,2
"678","2021","PN El Palmar","236","10",9.4,NA,"grano de polen",22.5,22.5,33.75,33.75,33.75,4
"679","2021","PN El Palmar","236","11",NA,NA,"microspora",21,19.5,31.5,29.25,30.375,1
"680","2021","PN El Palmar","236","12",NA,NA,"microspora",21,16.5,31.5,24.75,28.125,1
"681","2021","PN El Palmar","236","13",NA,NA,"microspora",19.5,15,29.25,22.5,25.875,NA
"682","2021","PN El Palmar","236","14",NA,NA,"microspora",22.5,19.5,33.75,29.25,31.5,NA
"683","2021","PN El Palmar","236","15",NA,NA,"microspora",22.5,15,33.75,22.5,28.125,NA
"684","2021","PN El Palmar","236","16",NA,NA,"microspora",22.5,15,33.75,22.5,28.125,NA
"685","2021","PN El Palmar","236","17",NA,NA,"microspora",22.5,22.5,33.75,33.75,33.75,NA
"686","2021","PN El Palmar","236","18",NA,NA,"microspora",19.5,19.5,29.25,29.25,29.25,NA
"687","2021","PN El Palmar","236","19",NA,NA,"microspora",21,21,31.5,31.5,31.5,NA
"688","2021","PN El Palmar","236","20",NA,NA,"microspora",19.5,18,29.25,27,28.125,NA
"689","2021","PN El Palmar","260","1",18,5,"grano de polen",24,21,36,31.5,33.75,1
"690","2021","PN El Palmar","260","2",9.8,6,"grano de polen",24,22.5,36,33.75,34.875,1
"691","2021","PN El Palmar","260","3",9,5,"grano de polen",25.5,22.5,38.25,33.75,36,1
"692","2021","PN El Palmar","260","4",13,4,"grano de polen",22.5,15,33.75,22.5,28.125,1
"693","2021","PN El Palmar","260","5",8,7,"grano de polen",19.5,18,29.25,27,28.125,2
"694","2021","PN El Palmar","260","6",9.7,5,"grano de polen",21,18,31.5,27,29.25,1
"695","2021","PN El Palmar","260","7",12,4,"grano de polen",22.5,22.5,33.75,33.75,33.75,2
"696","2021","PN El Palmar","260","8",11.9,6,"grano de polen",22.5,19.5,33.75,29.25,31.5,1
"697","2021","PN El Palmar","260","9",8.9,5,"grano de polen",22.5,19.5,33.75,29.25,31.5,1
"698","2021","PN El Palmar","260","10",7.5,4,"grano de polen",27,22.5,40.5,33.75,37.125,1
"699","2021","PN El Palmar","260","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"700","2021","PN El Palmar","260","12",NA,NA,NA,NA,NA,NA,NA,NA,2
"701","2021","PN El Palmar","261","1",14,6,"grano de polen",22.5,15,33.75,22.5,28.125,1
"702","2021","PN El Palmar","261","2",6.9,6,"grano de polen",21,15,31.5,22.5,27,1
"703","2021","PN El Palmar","261","3",7.2,7,"grano de polen",22.5,15,33.75,22.5,28.125,1
"704","2021","PN El Palmar","261","4",8.3,8,"grano de polen",19.5,19.5,29.25,29.25,29.25,1
"705","2021","PN El Palmar","261","5",14,4,"grano de polen",22.5,19.5,33.75,29.25,31.5,1
"706","2021","PN El Palmar","261","6",7,5,"grano de polen",21,12,31.5,18,24.75,1
"707","2021","PN El Palmar","261","7",12.5,5,"grano de polen",21,13.5,31.5,20.25,25.875,NA
"708","2021","PN El Palmar","261","8",7.1,3,"grano de polen",21,15,31.5,22.5,27,NA
"709","2021","PN El Palmar","261","9",11,6,"grano de polen",18,18,27,27,27,NA
"710","2021","PN El Palmar","261","10",8,5,NA,NA,NA,NA,NA,NA,NA
"711","2021","PN El Palmar","262","1",5.4,4,"grano de polen",21,21,31.5,31.5,31.5,5
"712","2021","PN El Palmar","262","2",6.9,8,"grano de polen",21,21,31.5,31.5,31.5,1
"713","2021","PN El Palmar","262","3",7.1,7,"grano de polen",22.5,21,33.75,31.5,32.625,2
"714","2021","PN El Palmar","262","4",11,6,"grano de polen",21,19.5,31.5,29.25,30.375,1
