YEAR	REG	ACC	Conc	AAO	FEN	CLOA	CLOB	CARO	INDMAD	ATT	RATIO	BRIX	AAO25	AAO50	AAO100	AAO250
2021	Palmar	271	0.050	60.17	255.23	3.51695825	5.988270378	9.277932406	0.5							
2021	Palmar	271	0.100	88.76	269.66	2.197701493	3.757014925	8.846567164	0.5							
2021	Palmar	271	0.250	95.15	262.02	2.585924076	4.413786214	11.84015984	0.5							
2021	Palmar	272	0.025	60.72	729.16	0.647260956	1.070717131	13.31912351	0.625							
2021	Palmar	272	0.050	91.59	476.05	1.135246231	1.903919598	15.98311558	0.625							
2021	Palmar	272	0.100	95.91	430.19	1.797402597	3.031968032	10.88631369	0.625							
2021	Palmar	272	0.250	95.93	523.62	0.94670987	1.601196411	10.01714855	0.625							
2021	Palmar	274	0.025	69.15	742.11	12.10053159	20.47402207	12.54202608	0.166666667							
2021	Palmar	274	0.050	89.27	672.04	16.55124748	28.03400402	14.27605634	0.166666667							
2021	Palmar	274	0.100	95.89	472.44	9.95544	16.8138	12.3136	0.166666667							
2021	Palmar	274	0.250	95.87	451.21	10.29673367	17.39899497	10.90974874	0.166666667							
2021	Palmar	276	0.025	55.66	288.35	2.275857573	3.833099298	13.02868606	0.833333333							
2021	Palmar	276	0.050	84.34	320.63	3.681047904	6.201796407	14.65868263	0.833333333							
2021	Palmar	276	0.100	95.55	330.82	3.272302302	5.446046046	15.27687688	0.833333333							
2021	Palmar	276	0.250	95.99	304.49	3.32917495	5.51888668	13.10735586	0.833333333							
2021	Palmar	280	0.025	59.17	334.21	5.535697211	9.29063745	15.37091633	0.75							
2021	Palmar	280	0.050	78.73	410.65	0.905462687	1.467462687	6.813134328	0.75							
2021	Palmar	280	0.100	95.53	482.00	1.848449304	3.062425447	13.33399602	0.75							
2021	Palmar	280	0.250	95.93	291.75	1.384173307	2.285059761	6.324302789	0.75							
2021	Palmar	284	0.025	75.02	550.80	0.9802002	1.706106106	11.05705706	0.805555556							
2021	Palmar	284	0.050	89.52	445.48	0.787734531	1.380439122	11.10259481	0.805555556							
2021	Palmar	284	0.100	95.43	384.33	1.3604004	2.349149149	11.84944945	0.805555556							
2021	Palmar	284	0.250	95.34	425.09	0.610511022	1.096993988	9.038476954	0.805555556							
2021	Palmar	285	0.025	67.14	354.60	0.059361914	0.166101695	9.774197408	0.638888889							
2021	Palmar	285	0.050	93.17	352.90	1.063910448	1.839402985	7.248159204	0.638888889							
2021	Palmar	285	0.100	96.43	380.93	0.891885657	1.564894684	8.051755266	0.638888889							
2021	Palmar	285	0.250	96.41	384.33	1.63080597	2.798208955	9.351641791	0.638888889							
2021	Palmar	286	0.025	39.96	1090.34	0.511949749	0.92241206	10.45226131	0.833333333							
2021	Palmar	286	0.050	67.94	1171.02	0.511435743	0.921485944	9.034939759	0.833333333							
2021	Palmar	286	0.100	89.13	892.87	2.108139303	3.613532338	11.64497512	0.833333333							
2021	Palmar	286	0.250	96.25	1073.35	0.50201005	0.889447236	7.649447236	0.833333333							
2021	Palmar	287	0.025	26.65	865.26	2.225255767	3.820060181	13.02948847	0.527777778							
2021	Palmar	287	0.050	46.22	916.22	3.115564436	5.245354645	10.71008991	0.527777778							
2021	Palmar	287	0.100	76.00	986.29	4.200511535	7.120561685	15.56589769	0.527777778							
2021	Palmar	287	0.250	95.41	638.07	2.468859127	4.207539683	12.45396825	0.527777778							
2021	Palmar	288	0.025	46.93	254.38	0.974348259	1.695920398	13.10487562	0.8							
2021	Palmar	288	0.050	72.72	296.84	0.321085427	0.59959799	12.93909548	0.8							
2021	Palmar	288	0.100	94.04	288.35	0.421911469	0.778269618	14.11066398	0.8							
2021	Palmar	288	0.250	96.08	139.72	1.450238569	2.508747515	17.58449304	0.8							
2021	Palmar	289	0.025	81.79	602.61	6.573422886	11.20577114	20.40517413	0.527777778							
2021	Palmar	289	0.050	95.49	803.05	6.51628	11.1176	14.9576	0.527777778							
2021	Palmar	289	0.100	95.67	594.11	6.464179104	10.99701493	19.99243781	0.527777778							
2021	Palmar	289	0.250	95.87	661.21	5.679457831	9.694578313	15.26706827	0.527777778							
2021	Palmar	290	0.025	36.32	216.16	-0.537908367	-0.861752988	12.75537849	0.8							
2021	Palmar	290	0.050	64.46	217.01	-0.070653924	-0.079074447	11.62374245	0.8							
2021	Palmar	290	0.100	88.93	226.35	0.601807229	1.06626506	11.56626506	0.8							
2021	Palmar	290	0.250	95.98	258.62	0.59641791	1.056716418	11.23781095	0.8							
2021	Gualeguaychu	305	0.025	36.08	239.94	6.22747	10.4684	9.6128	0.444444444							
2021	Gualeguaychu	305	0.050	62.83	241.64	3.743665339	6.267729084	11.04501992	0.444444444							
2021	Gualeguaychu	305	0.100	88.99	237.39	4.437144289	7.448296593	11.25851703	0.444444444							
2021	Gualeguaychu	305	0.250	95.92	241.64	4.94755511	8.367935872	11.17194389	0.444444444							
2021	Gualeguaychu	306	0.025	93.67	1032.65	17.82081673	30.05278884	14.46972112	0.277777778							
2021	Gualeguaychu	306	0.050	96.30	1123.25	13.63228628	22.96878728	13.15387674	0.277777778							
2021	Gualeguaychu	306	0.100	96.13	998.68	8.674088176	14.54188377	9.384769539	0.277777778							
2021	Gualeguaychu	306	0.250	96.42	855.71	14.69301603	24.76212425	13.90621242	0.277777778							
2021	Gualeguaychu	321	0.025	31.08	276.46	6.492310757	10.77250996	13.95139442	0.222222222							
2021	Gualeguaychu	321	0.050	80.21	289.20	6.620613065	11.10070352	8.984924623	0.222222222							
2021	Gualeguaychu	321	0.100	80.73	270.51	6.594101796	11.08862275	12.72934132	0.222222222							
2021	Gualeguaychu	321	0.250	79.34	242.49	6.517507478	10.99920239	15.53858425	0.222222222							
2021	Gualeguaychu	324	0.025	25.68	372.43	17.71790791	30.18398398	8.152152152	0							
2021	Gualeguaychu	324	0.050	78.17	317.23	24.15053785	41.05458167	11.33067729	0							
2021	Gualeguaychu	324	0.100	86.39	331.67	21.52414659	36.67871486	10.0124498	0							
2021	Gualeguaychu	324	0.250	85.87	320.63	16.03536145	27.30662651	7.554618474	0							
2021	Gualeguaychu	325	0.025	90.06	396.22	10.77619238	18.26633267	9.612825651	0.138888889							
2021	Gualeguaychu	325	0.050	95.96	384.33	13.2998593	22.55095477	9.734271357	0.138888889							
2021	Gualeguaychu	325	0.100	97.15	407.26	5.501888112	9.305494505	9.231568432	0.138888889							
2021	Gualeguaychu	325	0.250	96.53	449.72	12.27392	20.7994	10.274	0.138888889							
2021	Gualeguaychu	331	0.025	62.40	362.24	4.641995988	7.810832497	8.275626881	0.5							
2021	Gualeguaychu	331	0.050	91.10	503.23	5.142998997	8.698495486	11.82948847	0.5							
2021	Gualeguaychu	331	0.100	96.07	424.24	2.651501502	4.468468468	12.52812813	0.5							
2021	Gualeguaychu	331	0.250	96.34	399.61	7.583539382	12.84227318	11.98564307	0.5							
2021	Gualeguaychu	337	0.025	87.99	538.90	4.245403789	7.156331007	9.180857428	0.5							
2021	Gualeguaychu	337	0.050	96.26	468.41	5.228604418	8.819076305	12.34417671	0.5							
2021	Gualeguaychu	337	0.100	96.11	508.33	5.037745491	8.51242485	9.576753507	0.5							
2021	Gualeguaychu	337	0.250	96.51	521.92	3.859024876	6.502885572	11.07343284	0.5							
2021	Gualeguaychu	348	0.025	35.97	285.80	11.77442	19.9144	15.4996	0.166666667							
2021	Gualeguaychu	348	0.050	63.51	266.27	7.69521608	12.95859296	11.58150754	0.166666667							
2021	Gualeguaychu	348	0.100	91.55	273.06	8.475318091	14.30258449	11.05964215	0.166666667							
2021	Gualeguaychu	348	0.250	96.45	262.87	7.257778884	12.23525896	10.22549801	0.166666667							
2021	Gualeguaychu	357	0.025	91.73	1523.85	15.73733598	26.72882704	10.56739563	0							
2021	Gualeguaychu	357	0.050	95.49	857.12	14.13716298	24.06418511	9.390342052	0							
2021	Gualeguaychu	357	0.100	96.01	966.12	15.93506024	27.12891566	10.39196787	0							
2021	Gualeguaychu	357	0.250	83.29	954.80	16.57455179	28.2250996	11.46733068	0							
2021	Gualeguaychu	362	0.025	64.65	311.28	24.8372012	42.2559761	19.05816733	0							
2021	Gualeguaychu	362	0.050	94.03	348.65	21.13663673	35.90938124	16.03552894	0							
2021	Gualeguaychu	362	0.100	93.51	318.08	17.04455357	28.97142857	12.70753968	0							
2021	Gualeguaychu	362	0.250	95.43	380.08	16.35925373	27.84477612	11.27800995	0							
2021	Gualeguaychu	363	0.025	86.65	411.50	2.476243756	4.204195804	14.81238761	0.333333333							
2021	Gualeguaychu	363	0.050	95.87	358.00	3.896002004	6.581362725	14.17194389	0.333333333							
2021	Gualeguaychu	363	0.100	95.87	638.28	4.234518072	7.226506024	12.95381526	0.333333333							
2021	Gualeguaychu	363	0.250	95.90	497.29	2.277422886	3.867860697	15.14666667	0.333333333							
2021	Gualeguaychu	364	0.025	86.69	527.86	6.483532934	11.02994012	19.28542914	0.2							
2021	Gualeguaychu	364	0.050	95.78	457.37	5.824563691	9.875426279	10.87502508	0.2							
2021	Gualeguaychu	364	0.100	95.95	638.28	5.536478131	9.464652087	10.35407555	0.2							
2021	Gualeguaychu	364	0.250	95.98	544.00				0.2							
2021	Gualeguaychu	390	0.025	59.89	380.08	4.62115346	7.896489468	9.504914744	0.611111111							
2021	Gualeguaychu	390	0.050	89.02	470.11	4.95741517	8.432734531	15.68782435	0.611111111							
2021	Gualeguaychu	390	0.100	95.82	431.89	4.360378486	7.390836653	17.40478088	0.611111111							
2021	Gualeguaychu	390	0.250	96.09	472.66	6.229038076	10.60781563	15.01322645	0.611111111							
2021	Gualeguaychu	392	0.025	38.50	354.60	6.294001996	10.70938124	15.43952096	0.166666667							
2021	Gualeguaychu	392	0.050	72.71	330.82	4.089720559	6.941117764	10.62634731	0.166666667							
2021	Gualeguaychu	392	0.100	92.25	217.86	2.811445783	4.521084337	8.025301205	0.166666667							
2021	Gualeguaychu	392	0.250	95.86	319.78	3.22887674	5.49304175	11.94075547	0.166666667							
2021	Gualeguaychu	395	0.025	96.63	1086.44	11.71230151	19.92241206	16.60582915	0.055555556							
2021	Gualeguaychu	395	0.050	95.90	1586.14	1.041979899	0.648542714	10.13563819	0.055555556							
2021	Gualeguaychu	395	0.100	96.63	1543.67	20.76547809	35.36135458	19.82948207	0.055555556							
2021	Gualeguaychu	395	0.250	96.59	959.04	13.11590591	22.33613614	12.13573574	0.055555556							
2021	Gualeguaychu	396	0.025	62.17	473.51	2.202122736	3.732595573	7.38028169	0.361111111							
2021	Gualeguaychu	396	0.050	90.35	585.62	3.045404595	5.166833167	7.893306693	0.361111111							
2021	Gualeguaychu	396	0.100	95.98	570.33	1.899492537	3.228656716	8.017512438	0.361111111							
2021	Gualeguaychu	396	0.250	95.98	448.88	4.218894472	7.167839196	10.04140704	0.361111111							
